drug_name,form,active_ingredient,strength,status
AMIODARONE HYDROCHLORIDE,INJECTABLE;INJECTION,AMIODARONE HYDROCHLORIDE,50MG/ML,Unknown
MEDROXYPROGESTERONE ACETATE,INJECTABLE;INJECTION,MEDROXYPROGESTERONE ACETATE,150MG/ML,Unknown
PREDNICARBATE,OINTMENT;TOPICAL,PREDNICARBATE,0.1%,Unknown
ZALEPLON,CAPSULE;ORAL,ZALEPLON,5MG,Unknown
ZALEPLON,CAPSULE;ORAL,ZALEPLON,10MG,Unknown
ZALEPLON,CAPSULE;ORAL,ZALEPLON,5MG,Unknown
ZALEPLON,CAPSULE;ORAL,ZALEPLON,10MG,Unknown
ZALEPLON,CAPSULE;ORAL,ZALEPLON,5MG,Unknown
ZALEPLON,CAPSULE;ORAL,ZALEPLON,10MG,Unknown
BACLOFEN,TABLET;ORAL,BACLOFEN,20MG,Unknown
BACLOFEN,TABLET;ORAL,BACLOFEN,10MG,Unknown
BACLOFEN,TABLET;ORAL,BACLOFEN,5MG,Unknown
GABAPENTIN,CAPSULE;ORAL,GABAPENTIN,100MG,Unknown
GABAPENTIN,CAPSULE;ORAL,GABAPENTIN,300MG,Unknown
GABAPENTIN,CAPSULE;ORAL,GABAPENTIN,400MG,Unknown
OLANZAPINE,"TABLET, ORALLY DISINTEGRATING;ORAL",OLANZAPINE,5MG,Unknown
OLANZAPINE,"TABLET, ORALLY DISINTEGRATING;ORAL",OLANZAPINE,10MG,Unknown
OLANZAPINE,"TABLET, ORALLY DISINTEGRATING;ORAL",OLANZAPINE,15MG,Unknown
OLANZAPINE,"TABLET, ORALLY DISINTEGRATING;ORAL",OLANZAPINE,20MG,Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,50MG/5ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,150MG/15ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,450MG/45ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,600MG/60ML (10MG/ML),Unknown
CIPROFLOXACIN,INJECTABLE;INJECTION,CIPROFLOXACIN,200MG/20ML (10MG/ML),Unknown
CIPROFLOXACIN,INJECTABLE;INJECTION,CIPROFLOXACIN,400MG/40ML (10MG/ML),Unknown
DANAZOL,CAPSULE;ORAL,DANAZOL,200MG,Unknown
DANAZOL,CAPSULE;ORAL,DANAZOL,50MG,Unknown
DANAZOL,CAPSULE;ORAL,DANAZOL,100MG,Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,50MG/5ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,150MG/15ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,450MG/45ML (10MG/ML),Unknown
PILOCARPINE HYDROCHLORIDE,TABLET;ORAL,PILOCARPINE HYDROCHLORIDE,5MG,Unknown
PILOCARPINE HYDROCHLORIDE,TABLET;ORAL,PILOCARPINE HYDROCHLORIDE,7.5MG,Unknown
OXANDROLONE,TABLET;ORAL,OXANDROLONE,2.5MG,Unknown
OXANDROLONE,TABLET;ORAL,OXANDROLONE,10MG,Unknown
BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,INJECTABLE;INJECTION,BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE,0.5%;0.0091MG/ML,Unknown
FINASTERIDE,TABLET;ORAL,FINASTERIDE,5MG,Unknown
FLUCONAZOLE,TABLET;ORAL,FLUCONAZOLE,50MG,Unknown
FLUCONAZOLE,TABLET;ORAL,FLUCONAZOLE,100MG,Unknown
FLUCONAZOLE,TABLET;ORAL,FLUCONAZOLE,150MG,Unknown
FLUCONAZOLE,TABLET;ORAL,FLUCONAZOLE,200MG,Unknown
DIVALPROEX SODIUM,"TABLET, DELAYED RELEASE;ORAL",DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,Unknown
DIVALPROEX SODIUM,"TABLET, DELAYED RELEASE;ORAL",DIVALPROEX SODIUM,EQ 250MG VALPROIC ACID,Unknown
DIVALPROEX SODIUM,"TABLET, DELAYED RELEASE;ORAL",DIVALPROEX SODIUM,EQ 500MG VALPROIC ACID,Unknown
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,15MG,Unknown
LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS;ORAL",LANSOPRAZOLE,30MG,Unknown
TRANDOLAPRIL,TABLET;ORAL,TRANDOLAPRIL,1MG,Unknown
TRANDOLAPRIL,TABLET;ORAL,TRANDOLAPRIL,2MG,Unknown
TRANDOLAPRIL,TABLET;ORAL,TRANDOLAPRIL,4MG,Unknown
TIMOLOL MALEATE,SOLUTION/DROPS;OPHTHALMIC,TIMOLOL MALEATE,EQ 0.25% BASE,Unknown
TIMOLOL MALEATE,SOLUTION/DROPS;OPHTHALMIC,TIMOLOL MALEATE,EQ 0.5% BASE,Unknown
IRINOTECAN HYDROCHLORIDE,INJECTABLE; INJECTION,IRINOTECAN HYDROCHLORIDE,40MG/2ML (20MG/ML),Unknown
IRINOTECAN HYDROCHLORIDE,INJECTABLE; INJECTION,IRINOTECAN HYDROCHLORIDE,100MG/5ML (20MG/ML),Unknown
GABAPENTIN,CAPSULE;ORAL,GABAPENTIN,100MG,Unknown
GABAPENTIN,CAPSULE;ORAL,GABAPENTIN,300MG,Unknown
GABAPENTIN,CAPSULE;ORAL,GABAPENTIN,400MG,Unknown
AMLODIPINE BESYLATE,TABLET;ORAL,AMLODIPINE BESYLATE,EQ 2.5MG BASE,Unknown
AMLODIPINE BESYLATE,TABLET;ORAL,AMLODIPINE BESYLATE,EQ 5MG BASE,Unknown
AMLODIPINE BESYLATE,TABLET;ORAL,AMLODIPINE BESYLATE,EQ 10MG BASE,Unknown
RIZATRIPTAN BENZOATE,TABLET;ORAL,RIZATRIPTAN BENZOATE,EQ 5MG BASE,Unknown
RIZATRIPTAN BENZOATE,TABLET;ORAL,RIZATRIPTAN BENZOATE,EQ 10MG BASE,Unknown
METRONIDAZOLE,GEL;VAGINAL,METRONIDAZOLE,0.75%,Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,50MG/5ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,150MG/15ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,450MG/45ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,600MG/60ML (10MG/ML),Unknown
ZIDOVUDINE,TABLET;ORAL,ZIDOVUDINE,300MG,Unknown
ZIDOVUDINE,SOLUTION;ORAL,ZIDOVUDINE,50MG/5ML,Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,50MG/5ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,150MG/15ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,450MG/45ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,600MG/60ML (10MG/ML),Unknown
GLIPIZIDE AND METFORMIN HYDROCHLORIDE,TABLET;ORAL,GLIPIZIDE; METFORMIN HYDROCHLORIDE,2.5MG;250MG,Unknown
GLIPIZIDE AND METFORMIN HYDROCHLORIDE,TABLET;ORAL,GLIPIZIDE; METFORMIN HYDROCHLORIDE,2.5MG;500MG,Unknown
GLIPIZIDE AND METFORMIN HYDROCHLORIDE,TABLET;ORAL,GLIPIZIDE; METFORMIN HYDROCHLORIDE,5MG;500MG,Unknown
CARBAMAZEPINE,TABLET;ORAL,CARBAMAZEPINE,100MG,Unknown
CARBAMAZEPINE,TABLET;ORAL,CARBAMAZEPINE,200MG,Unknown
CARBAMAZEPINE,TABLET;ORAL,CARBAMAZEPINE,300MG,Unknown
CARBAMAZEPINE,TABLET;ORAL,CARBAMAZEPINE,400MG,Unknown
TUSSICAPS,"CAPSULE, EXTENDED RELEASE;ORAL",CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX,EQ 8MG MALEATE;EQ 10MG BITARTRATE,Unknown
TUSSICAPS,"CAPSULE, EXTENDED RELEASE;ORAL",CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX,EQ 4MG MALEATE;EQ 5MG BITARTRATE,Unknown
GLIMEPIRIDE,TABLET;ORAL,GLIMEPIRIDE,1MG,Unknown
GLIMEPIRIDE,TABLET;ORAL,GLIMEPIRIDE,2MG,Unknown
GLIMEPIRIDE,TABLET;ORAL,GLIMEPIRIDE,4MG,Unknown
DIDANOSINE,"TABLET, FOR SUSPENSION;ORAL",DIDANOSINE,100MG,Unknown
DIDANOSINE,"TABLET, FOR SUSPENSION;ORAL",DIDANOSINE,150MG,Unknown
DIDANOSINE,"TABLET, FOR SUSPENSION;ORAL",DIDANOSINE,200MG,Unknown
COLESTIPOL HYDROCHLORIDE,GRANULE;ORAL,COLESTIPOL HYDROCHLORIDE,5GM/SCOOPFUL,Unknown
COLESTIPOL HYDROCHLORIDE,GRANULE;ORAL,COLESTIPOL HYDROCHLORIDE,5GM/PACKET,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 10MG BASE,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 20MG BASE,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 40MG BASE,Unknown
CETIRIZINE HYDROCHLORIDE,SYRUP;ORAL,CETIRIZINE HYDROCHLORIDE,5MG/5ML,Unknown
GLIMEPIRIDE,TABLET;ORAL,GLIMEPIRIDE,1MG,Unknown
GLIMEPIRIDE,TABLET;ORAL,GLIMEPIRIDE,2MG,Unknown
GLIMEPIRIDE,TABLET;ORAL,GLIMEPIRIDE,4MG,Unknown
ADENOSINE,INJECTABLE;INJECTION,ADENOSINE,3MG/ML,Unknown
BUPROPION HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",BUPROPION HYDROCHLORIDE,150MG,Unknown
BUPROPION HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",BUPROPION HYDROCHLORIDE,300MG,Unknown
BUPROPION HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",BUPROPION HYDROCHLORIDE,150MG,Unknown
BUPROPION HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",BUPROPION HYDROCHLORIDE,300MG,Unknown
PREDNICARBATE,CREAM;TOPICAL,PREDNICARBATE,0.1%,Unknown
ZOLPIDEM TARTRATE,TABLET;ORAL,ZOLPIDEM TARTRATE,5MG,Unknown
ZOLPIDEM TARTRATE,TABLET;ORAL,ZOLPIDEM TARTRATE,10MG,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 10MG BASE,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 20MG BASE,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 40MG BASE,Unknown
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,5MG,Unknown
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,10MG,Unknown
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,15MG,Unknown
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,20MG,Unknown
OXYCODONE HYDROCHLORIDE,"[""TABLET"", ""ORAL""]",OXYCODONE HYDROCHLORIDE,"[""30MG""]",Discontinued
FUROSEMIDE,TABLET;ORAL,FUROSEMIDE,20MG,Unknown
FUROSEMIDE,TABLET;ORAL,FUROSEMIDE,40MG,Unknown
FUROSEMIDE,TABLET;ORAL,FUROSEMIDE,80MG,Unknown
GLIMEPIRIDE,TABLET;ORAL,GLIMEPIRIDE,1MG,Unknown
GLIMEPIRIDE,TABLET;ORAL,GLIMEPIRIDE,2MG,Unknown
GLIMEPIRIDE,TABLET;ORAL,GLIMEPIRIDE,4MG,Unknown
DIVALPROEX SODIUM,"TABLET, DELAYED RELEASE;ORAL",DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,Unknown
DIVALPROEX SODIUM,"TABLET, DELAYED RELEASE;ORAL",DIVALPROEX SODIUM,EQ 250MG VALPROIC ACID,Unknown
DIVALPROEX SODIUM,"TABLET, DELAYED RELEASE;ORAL",DIVALPROEX SODIUM,EQ 500MG VALPROIC ACID,Unknown
GRANISETRON HYDROCHLORIDE,INJECTABLE;INJECTION,GRANISETRON HYDROCHLORIDE,EQ 4MG BASE/4ML (EQ 1MG BASE/ML),Unknown
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE;ORAL",METOPROLOL SUCCINATE,EQ 100MG TARTRATE,Unknown
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE;ORAL",METOPROLOL SUCCINATE,EQ 200MG TARTRATE,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 25MG BASE,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 50MG BASE,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 100MG BASE,Unknown
OLANZAPINE,TABLET;ORAL,OLANZAPINE,20MG,Unknown
"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE","CAPSULE, EXTENDED RELEASE;ORAL",AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,1.25MG;1.25MG;1.25MG;1.25MG,Unknown
"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE","CAPSULE, EXTENDED RELEASE;ORAL",AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,2.5MG;2.5MG;2.5MG;2.5MG,Unknown
"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE","CAPSULE, EXTENDED RELEASE;ORAL",AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3.75MG;3.75MG;3.75MG;3.75MG,Unknown
"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE","CAPSULE, EXTENDED RELEASE;ORAL",AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,5MG;5MG;5MG;5MG,Unknown
"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE","[""CAPSULE, EXTENDED RELEASE"", ""ORAL""]",AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,"[""6.25MG"", ""6.25MG"", ""6.25MG"", ""6.25MG""]",Prescription
"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE","[""CAPSULE, EXTENDED RELEASE"", ""ORAL""]",AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,"[""7.5MG"", ""7.5MG"", ""7.5MG"", ""7.5MG""]",Prescription
ONDANSETRON HYDROCHLORIDE,TABLET;ORAL,ONDANSETRON HYDROCHLORIDE,EQ 4MG BASE,Unknown
ONDANSETRON HYDROCHLORIDE,TABLET;ORAL,ONDANSETRON HYDROCHLORIDE,EQ 8MG BASE,Unknown
ONDANSETRON HYDROCHLORIDE,TABLET; ORAL,ONDANSETRON HYDROCHLORIDE,16MG,Unknown
ONDANSETRON HYDROCHLORIDE,TABLET;ORAL,ONDANSETRON HYDROCHLORIDE,EQ 24MG BASE,Unknown
CAFFEINE CITRATE,SOLUTION;ORAL,CAFFEINE CITRATE,EQ 30MG BASE/3ML (EQ 10MG BASE/ML),Unknown
ONDANSETRON HYDROCHLORIDE,TABLET;ORAL,ONDANSETRON HYDROCHLORIDE,EQ 4MG BASE,Unknown
ONDANSETRON HYDROCHLORIDE,TABLET;ORAL,ONDANSETRON HYDROCHLORIDE,EQ 8MG BASE,Unknown
TRANDOLAPRIL,TABLET;ORAL,TRANDOLAPRIL,2MG,Unknown
TRANDOLAPRIL,TABLET;ORAL,TRANDOLAPRIL,1MG,Unknown
TRANDOLAPRIL,TABLET;ORAL,TRANDOLAPRIL,4MG,Unknown
KETOROLAC TROMETHAMINE,SOLUTION/DROPS;OPHTHALMIC,KETOROLAC TROMETHAMINE,0.4%,Unknown
ACYCLOVIR,TABLET;ORAL,ACYCLOVIR,400MG,Unknown
ACYCLOVIR,TABLET;ORAL,ACYCLOVIR,800MG,Unknown
CILOSTAZOL,TABLET;ORAL,CILOSTAZOL,50MG,Unknown
HYDROMORPHONE HYDROCHLORIDE,TABLET;ORAL,HYDROMORPHONE HYDROCHLORIDE,2MG,Unknown
HYDROMORPHONE HYDROCHLORIDE,TABLET;ORAL,HYDROMORPHONE HYDROCHLORIDE,4MG,Unknown
HYDROMORPHONE HYDROCHLORIDE,TABLET;ORAL,HYDROMORPHONE HYDROCHLORIDE,8MG,Unknown
FENTANYL CITRATE,TROCHE/LOZENGE;TRANSMUCOSAL,FENTANYL CITRATE,EQ 0.2MG BASE,Unknown
FENTANYL CITRATE,TROCHE/LOZENGE;TRANSMUCOSAL,FENTANYL CITRATE,EQ 0.4MG BASE,Unknown
FENTANYL CITRATE,TROCHE/LOZENGE;TRANSMUCOSAL,FENTANYL CITRATE,EQ 0.6MG BASE,Unknown
FENTANYL CITRATE,TROCHE/LOZENGE;TRANSMUCOSAL,FENTANYL CITRATE,EQ 0.8MG BASE,Unknown
FENTANYL CITRATE,"[""TROCHE/LOZENGE"", ""TRANSMUCOSAL""]",FENTANYL CITRATE,"[""EQ 1.2MG BASE""]",Discontinued
FENTANYL CITRATE,"[""TROCHE/LOZENGE"", ""TRANSMUCOSAL""]",FENTANYL CITRATE,"[""EQ 1.6MG BASE""]",Discontinued
NIZATIDINE,CAPSULE;ORAL,NIZATIDINE,150MG,Unknown
NIZATIDINE,CAPSULE;ORAL,NIZATIDINE,300MG,Unknown
CARVEDILOL,TABLET;ORAL,CARVEDILOL,3.125MG,Unknown
CARVEDILOL,TABLET;ORAL,CARVEDILOL,6.25MG,Unknown
CARVEDILOL,TABLET;ORAL,CARVEDILOL,12.5MG,Unknown
CARVEDILOL,TABLET;ORAL,CARVEDILOL,25MG,Unknown
ISRADIPINE,CAPSULE;ORAL,ISRADIPINE,2.5MG,Unknown
ISRADIPINE,CAPSULE;ORAL,ISRADIPINE,5MG,Unknown
CETIRIZINE HYDROCHLORIDE ALLERGY,TABLET;ORAL,CETIRIZINE HYDROCHLORIDE,5MG,Unknown
CETIRIZINE HYDROCHLORIDE ALLERGY,TABLET;ORAL,CETIRIZINE HYDROCHLORIDE,10MG,Unknown
LEVETIRACETAM,TABLET;ORAL,LEVETIRACETAM,250MG,Unknown
LEVETIRACETAM,TABLET;ORAL,LEVETIRACETAM,500MG,Unknown
LEVETIRACETAM,TABLET;ORAL,LEVETIRACETAM,750MG,Unknown
LISINOPRIL,TABLET;ORAL,LISINOPRIL,2.5MG,Unknown
LISINOPRIL,TABLET;ORAL,LISINOPRIL,5MG,Unknown
LISINOPRIL,TABLET;ORAL,LISINOPRIL,10MG,Unknown
LISINOPRIL,TABLET;ORAL,LISINOPRIL,20MG,Unknown
LISINOPRIL,"[""TABLET"", ""ORAL""]",LISINOPRIL,"[""30MG""]",Prescription
LISINOPRIL,"[""TABLET"", ""ORAL""]",LISINOPRIL,"[""40MG""]",Prescription
ZOLPIDEM TARTRATE,TABLET;ORAL,ZOLPIDEM TARTRATE,5MG,Unknown
ZOLPIDEM TARTRATE,TABLET;ORAL,ZOLPIDEM TARTRATE,10MG,Unknown
CILOSTAZOL,TABLET;ORAL,CILOSTAZOL,100MG,Unknown
CILOSTAZOL,TABLET;ORAL,CILOSTAZOL,50MG,Unknown
LEVETIRACETAM,TABLET;ORAL,LEVETIRACETAM,250MG,Unknown
LEVETIRACETAM,TABLET;ORAL,LEVETIRACETAM,500MG,Unknown
LEVETIRACETAM,TABLET;ORAL,LEVETIRACETAM,750MG,Unknown
LEVETIRACETAM,TABLET;ORAL,LEVETIRACETAM,1GM,Unknown
ZIDOVUDINE,TABLET;ORAL,ZIDOVUDINE,300MG,Unknown
RISPERIDONE,"TABLET, ORALLY DISINTEGRATING;ORAL",RISPERIDONE,0.5MG,Unknown
RISPERIDONE,"TABLET, ORALLY DISINTEGRATING;ORAL",RISPERIDONE,1MG,Unknown
RISPERIDONE,"TABLET, ORALLY DISINTEGRATING;ORAL",RISPERIDONE,2MG,Unknown
RISPERIDONE,"TABLET, ORALLY DISINTEGRATING;ORAL",RISPERIDONE,3MG,Unknown
RISPERIDONE,"[""TABLET, ORALLY DISINTEGRATING"", ""ORAL""]",RISPERIDONE,"[""4MG""]",Prescription
OCTREOTIDE ACETATE,INJECTABLE;INJECTION,OCTREOTIDE ACETATE,EQ 0.05MG BASE/ML,Unknown
OCTREOTIDE ACETATE,INJECTABLE;INJECTION,OCTREOTIDE ACETATE,EQ 0.1MG BASE/ML,Unknown
OCTREOTIDE ACETATE,INJECTABLE;INJECTION,OCTREOTIDE ACETATE,EQ 0.5MG BASE/ML,Unknown
OCTREOTIDE ACETATE,INJECTABLE;INJECTION,OCTREOTIDE ACETATE,EQ 0.2MG BASE/ML,Unknown
OCTREOTIDE ACETATE,INJECTABLE;INJECTION,OCTREOTIDE ACETATE,EQ 1MG BASE/ML,Unknown
SUMATRIPTAN SUCCINATE,INJECTABLE;SUBCUTANEOUS,SUMATRIPTAN SUCCINATE,EQ 6MG BASE/0.5ML (EQ 12MG BASE/ML),Unknown
AMLODIPINE BESYLATE,TABLET;ORAL,AMLODIPINE BESYLATE,EQ 2.5MG BASE,Unknown
AMLODIPINE BESYLATE,TABLET;ORAL,AMLODIPINE BESYLATE,EQ 5MG BASE,Unknown
AMLODIPINE BESYLATE,TABLET;ORAL,AMLODIPINE BESYLATE,EQ 10MG BASE,Unknown
MEDROXYPROGESTERONE ACETATE,INJECTABLE;INJECTION,MEDROXYPROGESTERONE ACETATE,150MG/ML,Unknown
FINASTERIDE,TABLET;ORAL,FINASTERIDE,1MG,Unknown
METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",METFORMIN HYDROCHLORIDE,500MG,Unknown
METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",METFORMIN HYDROCHLORIDE,750MG,Unknown
ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE,TABLET;ORAL,METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE,500MG;EQ 2MG BASE,Unknown
ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE,TABLET;ORAL,METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE,500MG;EQ 4MG BASE,Unknown
ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE,TABLET;ORAL,METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE,1GM;EQ 2MG BASE,Unknown
ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE,TABLET;ORAL,METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE,1GM;EQ 4MG BASE,Unknown
ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE,"[""TABLET"", ""ORAL""]",METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE,"[""500MG"", ""EQ 1MG BASE""]",Discontinued
IBUPROFEN,CAPSULE;ORAL,IBUPROFEN,EQ 200MG FREE ACID AND POTASSIUM SALT,Unknown
NAPROXEN,TABLET;ORAL,NAPROXEN,250MG,Unknown
NAPROXEN,TABLET;ORAL,NAPROXEN,375MG,Unknown
NAPROXEN,TABLET;ORAL,NAPROXEN,500MG,Unknown
SILDENAFIL CITRATE,TABLET;ORAL,SILDENAFIL CITRATE,EQ 25MG BASE,Unknown
SILDENAFIL CITRATE,TABLET;ORAL,SILDENAFIL CITRATE,EQ 50MG BASE,Unknown
SILDENAFIL CITRATE,TABLET;ORAL,SILDENAFIL CITRATE,EQ 100MG BASE,Unknown
ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE,INJECTABLE;INJECTION,ONDANSETRON HYDROCHLORIDE,EQ 2MG BASE/ML,Unknown
DONEPEZIL HYDROCHLORIDE,TABLET;ORAL,DONEPEZIL HYDROCHLORIDE,5MG,Unknown
DONEPEZIL HYDROCHLORIDE,TABLET;ORAL,DONEPEZIL HYDROCHLORIDE,10MG,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 25MG BASE,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 50MG BASE,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 100MG BASE,Unknown
CARVEDILOL,TABLET;ORAL,CARVEDILOL,6.25MG,Unknown
CARVEDILOL,TABLET;ORAL,CARVEDILOL,12.5MG,Unknown
CARVEDILOL,TABLET;ORAL,CARVEDILOL,25MG,Unknown
CARVEDILOL,TABLET;ORAL,CARVEDILOL,3.125MG,Unknown
IBUPROFEN,TABLET;ORAL,IBUPROFEN,200MG,Unknown
FAMOTIDINE,TABLET;ORAL,FAMOTIDINE,20MG,Unknown
FAMOTIDINE,TABLET;ORAL,FAMOTIDINE,40MG,Unknown
FAMOTIDINE,TABLET;ORAL,FAMOTIDINE,20MG,Unknown
ALLOPURINOL,TABLET;ORAL,ALLOPURINOL,100MG,Unknown
ALLOPURINOL,TABLET;ORAL,ALLOPURINOL,300MG,Unknown
KETOTIFEN FUMARATE,SOLUTION/DROPS;OPHTHALMIC,KETOTIFEN FUMARATE,EQ 0.025% BASE,Unknown
"FAMOTIDINE, CALCIUM CARBONATE, AND MAGNESIUM HYDROXIDE","TABLET, CHEWABLE;ORAL",CALCIUM CARBONATE; FAMOTIDINE; MAGNESIUM HYDROXIDE,800MG;10MG;165MG,Unknown
MITOXANTRONE HYDROCHLORIDE,INJECTABLE;INJECTION,MITOXANTRONE HYDROCHLORIDE,EQ 20MG BASE/10ML (EQ 2MG BASE/ML),Unknown
MITOXANTRONE HYDROCHLORIDE,INJECTABLE;INJECTION,MITOXANTRONE HYDROCHLORIDE,EQ 25MG BASE/12.5ML (EQ 2MG BASE/ML),Unknown
MITOXANTRONE HYDROCHLORIDE,INJECTABLE;INJECTION,MITOXANTRONE HYDROCHLORIDE,EQ 30MG BASE/15ML (EQ 2MG BASE/ML),Unknown
LAMIVUDINE,TABLET; ORAL,LAMIVUDINE,150MG,Unknown
ZOLPIDEM TARTRATE,TABLET;ORAL,ZOLPIDEM TARTRATE,5MG,Unknown
